Clinton,Trump,Rpt,State,Vote by county,Vote by town,Place
1881.0,6155.0,100,California,Lassen,,Lassen
2997.0,4370.0,100,California,Del Norte,,Del Norte
2568.0,4317.0,100,California,Mariposa,,Mariposa
2499.0,3328.0,100,California,Inyo,,Inyo
1766.0,3405.0,100,California,Glenn,,Glenn
2551.0,1989.0,100,California,Mono,,Mono
1832.0,2709.0,100,California,Colusa,,Colusa
1876.0,2409.0,100,California,Trinity,,Trinity
798.0,2413.0,100,California,Modoc,,Modoc
596.0,1044.0,100,California,Sierra,,Sierra
318.0,211.0,100,California,Alpine,,Alpine
105807.0,176506.0,100,Colorado,El Paso,,El Paso
151885.0,130233.0,100,Colorado,Jefferson,,Jefferson
148365.0,109638.0,100,Colorado,Arapahoe,,Arapahoe
170497.0,42536.0,100,Colorado,Denver,,Denver
92170.0,82624.0,100,Colorado,Larimer,,Larimer
67045.0,100178.0,100,Colorado,Douglas,,Douglas
124715.0,38766.0,100,Colorado,Boulder,,Boulder
86471.0,73807.0,100,Colorado,Adams,,Adams
45869.0,75882.0,100,Colorado,Weld,,Weld
20958.0,48129.0,100,Colorado,Mesa,,Mesa
27945.0,27746.0,100,Colorado,Pueblo,,Pueblo
19530.0,14272.0,100,Colorado,Broomfield,,Broomfield
15300.0,12471.0,100,Colorado,La Plata,,La Plata
11205.0,13071.0,100,Colorado,Garfield,,Garfield
12652.0,8153.0,100,Colorado,Eagle,,Eagle
5275.0,15066.0,100,Colorado,Fremont,,Fremont
5438.0,14303.0,100,Colorado,Montrose,,Montrose
4048.0,11584.0,100,Colorado,Delta,,Delta
9502.0,5064.0,100,Colorado,Summit,,Summit
3056.0,11536.0,100,Colorado,Elbert,,Elbert
3547.0,9580.0,100,Colorado,Teller,,Teller
7487.0,5149.0,100,Colorado,Routt,,Routt
3920.0,7771.0,100,Colorado,Montezuma,,Montezuma
3128.0,8104.0,100,Colorado,Morgan,,Morgan
4773.0,5283.0,100,Colorado,Chaffee,,Chaffee
7239.0,2522.0,100,Colorado,Pitkin,,Pitkin
3351.0,6053.0,100,Colorado,Park,,Park
1843.0,7272.0,100,Colorado,Logan,,Logan
5068.0,3250.0,100,Colorado,Gunnison,,Gunnison
3319.0,4467.0,100,Colorado,Grand,,Grand
2489.0,4234.0,100,Colorado,Archuleta,,Archuleta
3168.0,3031.0,100,Colorado,Alamosa,,Alamosa
2614.0,3656.0,100,Colorado,Las Animas,,Las Animas
874.0,5293.0,100,Colorado,Moffat,,Moffat
2585.0,2426.0,100,Colorado,Clear Creek,,Clear Creek
1985.0,3060.0,100,Colorado,Rio Grande,,Rio Grande
1719.0,2988.0,100,Colorado,Otero,,Otero
1173.0,3508.0,100,Colorado,Prowers,,Prowers
701.0,3755.0,100,Colorado,Yuma,,Yuma
2960.0,1030.0,100,Colorado,San Miguel,,San Miguel
1753.0,1885.0,100,Colorado,Conejos,,Conejos
1631.0,1875.0,100,Colorado,Huerfano,,Huerfano
526.0,2894.0,100,Colorado,Kit Carson,,Kit Carson
1634.0,1564.0,100,Colorado,Gilpin,,Gilpin
433.0,2782.0,100,Colorado,Rio Blanco,,Rio Blanco
1690.0,1337.0,100,Colorado,Ouray,,Ouray
1600.0,1264.0,100,Colorado,Lake,,Lake
797.0,2059.0,100,Colorado,Custer,,Custer
289.0,2284.0,100,Colorado,Washington,,Washington
1345.0,1109.0,100,Colorado,Saguache,,Saguache
399.0,1873.0,100,Colorado,Lincoln,,Lincoln
436.0,1791.0,100,Colorado,Phillips,,Phillips
278.0,1716.0,100,Colorado,Baca,,Baca
581.0,1166.0,100,Colorado,Bent,,Bent
1109.0,581.0,100,Colorado,Costilla,,Costilla
336.0,1069.0,100,Colorado,Crowley,,Crowley
267.0,1015.0,100,Colorado,Sedgwick,,Sedgwick
227.0,936.0,100,Colorado,Dolores,,Dolores
127.0,905.0,100,Colorado,Cheyenne,,Cheyenne
171.0,628.0,100,Colorado,Jackson,,Jackson
91.0,726.0,100,Colorado,Kiowa,,Kiowa
237.0,344.0,100,Colorado,Mineral,,Mineral
197.0,339.0,100,Colorado,Hinsdale,,Hinsdale
265.0,215.0,100,Colorado,San Juan,,San Juan
33046.0,4446.0,98,Connecticut,,New Haven,New Haven
24229.0,12288.0,100,Connecticut,,Norwalk,Norwalk
19866.0,12836.0,100,Connecticut,,Waterbury,Waterbury
17859.0,12024.0,100,Connecticut,,Fairfield,Fairfield
27425.0,2276.0,100,Connecticut,,Hartford,Hartford
20215.0,7131.0,100,Connecticut,,West Hartford,West Hartford
16253.0,11096.0,100,Connecticut,,Greenwich,Greenwich
13596.0,13383.0,100,Connecticut,,Milford,Milford
15599.0,11346.0,100,Connecticut,,Danbury,Danbury
18962.0,7790.0,100,Connecticut,,Hamden,Hamden
12476.0,12739.0,100,Connecticut,,Bristol,Bristol
13729.0,10534.0,100,Connecticut,,Stratford,Stratford
15069.0,8353.0,100,Connecticut,,Manchester,Manchester
9890.0,12383.0,100,Connecticut,,Southington,Southington
10651.0,10940.0,100,Connecticut,,Wallingford,Wallingford
12788.0,8661.0,100,Connecticut,,Meriden,Meriden
15433.0,6046.0,100,Connecticut,,New Britain,New Britain
12957.0,7124.0,100,Connecticut,,Middletown,Middletown
12477.0,7774.0,100,Connecticut,,West Haven,West Haven
9302.0,9744.0,100,Connecticut,,Trumbull,Trumbull
13193.0,5217.0,100,Connecticut,,East Hartford,East Hartford
8548.0,9238.0,100,Connecticut,,Enfield,Enfield
11313.0,3992.0,100,Connecticut,,Windsor,Windsor
8393.0,6547.0,100,Connecticut,,Newington,Newington
8452.0,6585.0,100,Connecticut,,Branford,Branford
8785.0,5876.0,100,Connecticut,,Simsbury,Simsbury
8439.0,5929.0,100,Connecticut,,Groton,Groton
7395.0,7130.0,100,Connecticut,,Newtown,Newtown
5682.0,8752.0,100,Connecticut,,Torrington,Torrington
10427.0,4139.0,100,Connecticut,,Westport,Westport
12074.0,2706.0,54,Connecticut,,Bridgeport,Bridgeport
7717.0,6449.0,100,Connecticut,,South Windsor,South Windsor
7212.0,6907.0,100,Connecticut,,Cheshire,Cheshire
8119.0,5594.0,100,Connecticut,,Glastonbury,Glastonbury
8586.0,5304.0,36,Connecticut,,Stamford,Stamford
7580.0,6078.0,100,Connecticut,,Wethersfield,Wethersfield
7641.0,5984.0,100,Connecticut,,Farmington,Farmington
7907.0,5673.0,100,Connecticut,,Ridgefield,Ridgefield
6136.0,6863.0,100,Connecticut,,New Milford,New Milford
7084.0,5666.0,100,Connecticut,,Vernon,Vernon
7453.0,5217.0,100,Connecticut,,Norwich,Norwich
5735.0,7197.0,100,Connecticut,,North Haven,North Haven
7819.0,4931.0,100,Connecticut,,Guilford,Guilford
5219.0,7310.0,100,Connecticut,,Naugatuck,Naugatuck
5491.0,6992.0,100,Connecticut,,East Haven,East Haven
3712.0,7726.0,100,Connecticut,,Watertown,Watertown
4913.0,6210.0,100,Connecticut,,Berlin,Berlin
8305.0,2430.0,100,Connecticut,,Mansfield,Mansfield
4913.0,6010.0,100,Connecticut,,Southbury,Southbury
5774.0,4601.0,100,Connecticut,,Darien,Darien
6005.0,4453.0,100,Connecticut,,East Lyme,East Lyme
5935.0,4500.0,100,Connecticut,,Madison,Madison
5233.0,4861.0,100,Connecticut,,Waterford,Waterford
5616.0,4378.0,100,Connecticut,,Avon,Avon
6055.0,3783.0,100,Connecticut,,Wilton,Wilton
5635.0,4081.0,100,Connecticut,,Stonington,Stonington
8430.0,1426.0,100,Connecticut,,Bloomfield,Bloomfield
4108.0,5571.0,100,Connecticut,,Monroe,Monroe
4735.0,4492.0,100,Connecticut,,Bethel,Bethel
4236.0,4332.0,100,Connecticut,,Colchester,Colchester
2573.0,6190.0,100,Connecticut,,Wolcott,Wolcott
4653.0,3929.0,100,Connecticut,,New Canaan,New Canaan
4687.0,3951.0,100,Connecticut,,Rocky Hill,Rocky Hill
6305.0,1924.0,100,Connecticut,,New London,New London
3713.0,4400.0,100,Connecticut,,Plainville,Plainville
4020.0,3908.0,100,Connecticut,,Tolland,Tolland
5375.0,2556.0,100,Connecticut,,Windham,Windham
3834.0,4221.0,100,Connecticut,,Orange,Orange
3531.0,4199.0,100,Connecticut,,Ellington,Ellington
3340.0,4156.0,100,Connecticut,,Montville,Montville
3800.0,3482.0,100,Connecticut,,Cromwell,Cromwell
3057.0,4298.0,100,Connecticut,,New Fairfield,New Fairfield
3330.0,3779.0,100,Connecticut,,Ledyard,Ledyard
3334.0,3789.0,100,Connecticut,,Suffield,Suffield
2777.0,4439.0,100,Connecticut,,Seymour,Seymour
3541.0,3621.0,100,Connecticut,,Ansonia,Ansonia
2398.0,4685.0,100,Connecticut,,Oxford,Oxford
3493.0,3415.0,100,Connecticut,,Clinton,Clinton
3173.0,3613.0,100,Connecticut,,East Hampton,East Hampton
2491.0,3916.0,100,Connecticut,,Killingly,Killingly
3067.0,3057.0,100,Connecticut,,Coventry,Coventry
3095.0,2956.0,100,Connecticut,,Granby,Granby
2789.0,3022.0,100,Connecticut,,Windsor Locks,Windsor Locks
2646.0,3474.0,100,Connecticut,,Woodbury,Woodbury
2177.0,3512.0,100,Connecticut,,Plainfield,Plainfield
2286.0,3344.0,100,Connecticut,,Stafford,Stafford
2583.0,3207.0,100,Connecticut,,North Branford,North Branford
3100.0,2601.0,100,Connecticut,,Canton,Canton
2422.0,3350.0,100,Connecticut,,Somers,Somers
1884.0,3767.0,100,Connecticut,,Plymouth,Plymouth
3807.0,1632.0,100,Connecticut,,Weston,Weston
2510.0,2670.0,100,Connecticut,,East Windsor,East Windsor
1661.0,3700.0,100,Connecticut,,Prospect,Prospect
3127.0,2088.0,100,Connecticut,,Redding,Redding
2627.0,2555.0,100,Connecticut,,Hebron,Hebron
2726.0,2541.0,100,Connecticut,,Old Saybrook,Old Saybrook
2338.0,2767.0,100,Connecticut,,Burlington,Burlington
3333.0,1814.0,100,Connecticut,,Woodbridge,Woodbridge
1934.0,3011.0,100,Connecticut,,Griswold,Griswold
2493.0,2491.0,100,Connecticut,,Portland,Portland
1861.0,3009.0,100,Connecticut,,Winchester,Winchester
2331.0,2487.0,100,Connecticut,,East Haddam,East Haddam
2326.0,2650.0,100,Connecticut,,Derby,Derby
2141.0,2553.0,100,Connecticut,,Haddam,Haddam
2473.0,1990.0,100,Connecticut,,Old Lyme,Old Lyme
2067.0,2359.0,100,Connecticut,,Litchfield,Litchfield
2203.0,2131.0,100,Connecticut,,Easton,Easton
1579.0,2646.0,100,Connecticut,,Thompson,Thompson
1664.0,2630.0,100,Connecticut,,Middlebury,Middlebury
1945.0,2281.0,100,Connecticut,,Woodstock,Woodstock
1642.0,2238.0,100,Connecticut,,New Hartford,New Hartford
2291.0,1620.0,100,Connecticut,,Essex,Essex
1877.0,1941.0,100,Connecticut,,Killingworth,Killingworth
1152.0,2616.0,100,Connecticut,,Thomaston,Thomaston
1583.0,2115.0,100,Connecticut,,Lebanon,Lebanon
1674.0,2003.0,100,Connecticut,,Durham,Durham
1699.0,1936.0,100,Connecticut,,Westbrook,Westbrook
1576.0,1983.0,50,Connecticut,,Brookfield,Brookfield
1446.0,2050.0,100,Connecticut,,Brooklyn,Brooklyn
1562.0,1845.0,100,Connecticut,,Putnam,Putnam
1669.0,1758.0,100,Connecticut,,Marlborough,Marlborough
1131.0,2107.0,100,Connecticut,,Harwinton,Harwinton
1580.0,1646.0,100,Connecticut,,Bethany,Bethany
1146.0,2002.0,100,Connecticut,,Beacon Falls,Beacon Falls
1542.0,1497.0,100,Connecticut,,Columbia,Columbia
1282.0,1558.0,100,Connecticut,,North Stonington,North Stonington
1414.0,1373.0,100,Connecticut,,Willington,Willington
1385.0,1436.0,100,Connecticut,,Bolton,Bolton
1379.0,1369.0,100,Connecticut,,East Granby,East Granby
932.0,1609.0,100,Connecticut,,Canterbury,Canterbury
1152.0,1359.0,100,Connecticut,,Middlefield,Middlefield
1412.0,1077.0,100,Connecticut,,Deep River,Deep River
978.0,1377.0,100,Connecticut,,Preston,Preston
1029.0,1182.0,100,Connecticut,,Salem,Salem
1119.0,1043.0,100,Connecticut,,Ashford,Ashford
1671.0,545.0,100,Connecticut,,Salisbury,Salisbury
801.0,1405.0,100,Connecticut,,Bethlehem,Bethlehem
1365.0,781.0,100,Connecticut,,Chester,Chester
1070.0,1013.0,100,Connecticut,,Pomfret,Pomfret
905.0,1157.0,100,Connecticut,,Barkhamsted,Barkhamsted
868.0,1175.0,100,Connecticut,,Lisbon,Lisbon
976.0,1065.0,100,Connecticut,,Sherman,Sherman
1242.0,738.0,100,Connecticut,,Washington,Washington
896.0,891.0,100,Connecticut,,Andover,Andover
830.0,977.0,100,Connecticut,,Shelton,Shelton
673.0,1062.0,100,Connecticut,,Goshen,Goshen
1062.0,559.0,100,Connecticut,,Kent,Kent
478.0,1097.0,100,Connecticut,,Sterling,Sterling
732.0,703.0,100,Connecticut,,North Canaan,North Canaan
888.0,520.0,100,Connecticut,,Lyme,Lyme
765.0,638.0,100,Connecticut,,Roxbury,Roxbury
520.0,828.0,100,Connecticut,,Sprague,Sprague
509.0,838.0,100,Connecticut,,Morris,Morris
809.0,520.0,100,Connecticut,,Sharon,Sharon
536.0,764.0,100,Connecticut,,Bozrah,Bozrah
430.0,862.0,100,Connecticut,,Voluntown,Voluntown
349.0,804.0,100,Connecticut,,Hartland,Hartland
432.0,624.0,100,Connecticut,,Chaplin,Chaplin
518.0,571.0,100,Connecticut,,Bridgewater,Bridgewater
413.0,612.0,100,Connecticut,,Franklin,Franklin
484.0,509.0,100,Connecticut,,Hampton,Hampton
367.0,513.0,100,Connecticut,,Eastford,Eastford
518.0,373.0,100,Connecticut,,Norfolk,Norfolk
622.0,248.0,100,Connecticut,,Cornwall,Cornwall
310.0,518.0,100,Connecticut,,Scotland,Scotland
320.0,526.0,100,Connecticut,,Colebrook,Colebrook
352.0,451.0,100,Connecticut,,Warren,Warren
362.0,205.0,100,Connecticut,,Canaan,Canaan
188.0,277.0,100,Connecticut,,Union,Union
162905.0,85507.0,100,Delaware,New Castle,,New Castle
39329.0,62607.0,100,Delaware,Sussex,,Sussex
33347.0,36989.0,100,Delaware,Kent,,Kent
623006.0,333666.0,100,Florida,Miami-Dade,,Miami-Dade
546956.0,258521.0,100,Florida,Broward,,Broward
371411.0,270762.0,100,Florida,Palm Beach,,Palm Beach
306422.0,265928.0,100,Florida,Hillsborough,,Hillsborough
329579.0,195091.0,100,Florida,Orange,,Orange
233327.0,238746.0,100,Florida,Pinellas,,Pinellas
203627.0,210061.0,100,Florida,Duval,,Duval
124725.0,191141.0,100,Florida,Lee,,Lee
119525.0,181620.0,100,Florida,Brevard,,Brevard
117182.0,157216.0,100,Florida,Polk,,Polk
108793.0,142763.0,100,Florida,Volusia,,Volusia
89998.0,141943.0,100,Florida,Pasco,,Pasco
97676.0,124098.0,100,Florida,Sarasota,,Sarasota
105611.0,109265.0,100,Florida,Seminole,,Seminole
71066.0,101681.0,100,Florida,Manatee,,Manatee
61958.0,107710.0,100,Florida,Marion,,Marion
60941.0,105297.0,100,Florida,Collier,,Collier
62597.0,101888.0,100,Florida,Lake,,Lake
91936.0,53777.0,100,Florida,Leon,,Leon
57114.0,88370.0,100,Florida,Escambia,,Escambia
66812.0,70248.0,100,Florida,St. Lucie,,St. Lucie
85287.0,50252.0,100,Florida,Osceola,,Osceola
43037.0,88633.0,100,Florida,St. Johns,,St. Johns
75370.0,46584.0,100,Florida,Alachua,,Alachua
27768.0,74898.0,100,Florida,Clay,,Clay
23711.0,71788.0,100,Florida,Okaloosa,,Okaloosa
33421.0,60196.0,100,Florida,Charlotte,,Charlotte
31818.0,59029.0,100,Florida,Hernando,,Hernando
18398.0,65126.0,100,Florida,Santa Rosa,,Santa Rosa
21689.0,62010.0,100,Florida,Bay,,Bay
30158.0,53182.0,100,Florida,Martin,,Martin
28997.0,48564.0,100,Florida,Indian River,,Indian River
22765.0,54377.0,100,Florida,Citrus,,Citrus
22631.0,52722.0,100,Florida,Sumter,,Sumter
21985.0,33804.0,100,Florida,Flagler,,Flagler
10849.0,34221.0,100,Florida,Nassau,,Nassau
14901.0,29509.0,100,Florida,Highlands,,Highlands
18949.0,21885.0,100,Florida,Monroe,,Monroe
6861.0,25695.0,100,Florida,Walton,,Walton
9920.0,21873.0,100,Florida,Putnam,,Putnam
7599.0,20359.0,100,Florida,Columbia,,Columbia
14994.0,6721.0,100,Florida,Gadsden,,Gadsden
